Churn,customer.tenure,account.Charges.Monthly,account.Contract,customer.SeniorCitizen,internet.InternetService,account.PaymentMethod
Yes,9,58.5,Month-to-month,0,DSL,Mailed check
No,28,49.9,Month-to-month,0,DSL,Mailed check
No,3,29.65,Month-to-month,0,DSL,Mailed check
No,11,20.9,Two year,0,No,Credit card (automatic)
Yes,2,75.8,Month-to-month,0,Fiber optic,Electronic check
No,17,44.6,One year,0,DSL,Mailed check
No,69,106.35,Two year,0,Fiber optic,Credit card (automatic)
No,37,94.3,Two year,0,Fiber optic,Mailed check
Yes,4,25.2,Month-to-month,1,DSL,Bank transfer (automatic)
Yes,1,90.85,Month-to-month,0,Fiber optic,Credit card (automatic)
No,72,108.5,One year,0,Fiber optic,Bank transfer (automatic)
No,8,94.75,Month-to-month,0,Fiber optic,Electronic check
No,49,35.8,One year,0,DSL,Credit card (automatic)
No,27,19.85,Two year,0,No,Credit card (automatic)
No,4,65.55,Month-to-month,0,DSL,Mailed check
No,72,108.95,Two year,0,Fiber optic,Credit card (automatic)
No,2,64.2,Month-to-month,0,DSL,Mailed check
No,2,19.95,One year,0,No,Mailed check
No,67,105.4,One year,0,Fiber optic,Electronic check
Yes,9,66.25,Month-to-month,0,DSL,Mailed check
Yes,4,46.0,Month-to-month,0,DSL,Mailed check
No,22,78.85,Month-to-month,0,Fiber optic,Mailed check
No,48,75.15,One year,0,Fiber optic,Electronic check
No,47,20.55,Two year,0,No,Mailed check
No,66,66.9,Two year,0,DSL,Bank transfer (automatic)
No,37,20.3,One year,0,No,Bank transfer (automatic)
Yes,1,95.1,Month-to-month,1,Fiber optic,Electronic check
Yes,22,40.05,Month-to-month,1,DSL,Mailed check
No,56,61.3,Two year,0,DSL,Credit card (automatic)
No,72,112.75,Two year,0,Fiber optic,Credit card (automatic)
No,10,95.1,Month-to-month,0,Fiber optic,Credit card (automatic)
No,9,69.5,Month-to-month,0,DSL,Mailed check
No,35,19.25,Month-to-month,0,No,Bank transfer (automatic)
Yes,1,69.5,Month-to-month,1,Fiber optic,Bank transfer (automatic)
No,54,74.0,Month-to-month,1,Fiber optic,Bank transfer (automatic)
Yes,1,85.7,Month-to-month,1,Fiber optic,Electronic check
No,63,104.75,Two year,0,Fiber optic,Bank transfer (automatic)
No,53,96.75,One year,1,Fiber optic,Mailed check
Yes,1,75.7,Month-to-month,0,Fiber optic,Electronic check
No,67,60.05,One year,0,DSL,Mailed check
No,71,83.3,Two year,0,DSL,Credit card (automatic)
No,42,94.45,One year,0,Fiber optic,Credit card (automatic)
No,12,25.25,Two year,0,No,Credit card (automatic)
No,57,90.65,One year,1,Fiber optic,Electronic check
No,35,89.7,One year,0,Fiber optic,Electronic check
No,33,34.05,One year,0,DSL,Credit card (automatic)
No,62,24.8,One year,0,No,Bank transfer (automatic)
No,25,74.3,Month-to-month,0,Fiber optic,Bank transfer (automatic)
No,26,85.9,Month-to-month,0,Fiber optic,Credit card (automatic)
Yes,39,30.1,Month-to-month,0,DSL,Credit card (automatic)
No,34,64.35,One year,0,DSL,Electronic check
No,49,87.2,One year,0,DSL,Mailed check
Yes,19,39.65,Month-to-month,0,DSL,Electronic check
No,17,55.5,Month-to-month,0,DSL,Credit card (automatic)
No,53,80.6,Month-to-month,0,Fiber optic,Mailed check
,25,24.75,Two year,0,No,Credit card (automatic)
No,1,48.75,Month-to-month,0,DSL,Mailed check
No,70,67.95,Two year,0,DSL,Mailed check
Yes,2,55.05,Month-to-month,0,DSL,Credit card (automatic)
No,28,91.0,Month-to-month,0,Fiber optic,Electronic check
No,27,20.3,One year,0,No,Mailed check
No,72,90.8,Two year,0,Fiber optic,Credit card (automatic)
No,7,24.7,Month-to-month,0,DSL,Electronic check
No,31,84.85,Month-to-month,1,Fiber optic,Electronic check
Yes,33,104.4,Month-to-month,0,Fiber optic,Electronic check
No,68,24.0,Two year,0,No,Bank transfer (automatic)
No,32,91.05,Month-to-month,0,Fiber optic,Electronic check
No,4,19.0,Month-to-month,0,No,Mailed check
No,64,100.3,One year,0,Fiber optic,Credit card (automatic)
No,26,85.75,Month-to-month,0,Fiber optic,Electronic check
No,71,46.35,Two year,1,DSL,Credit card (automatic)
Yes,13,80.85,Month-to-month,0,Fiber optic,Electronic check
No,41,98.8,Two year,0,Fiber optic,Bank transfer (automatic)
Yes,8,86.55,Month-to-month,0,Fiber optic,Electronic check
No,41,19.85,Two year,0,No,Mailed check
No,47,74.45,Two year,0,DSL,Mailed check
No,29,74.95,Month-to-month,0,Fiber optic,Electronic check
Yes,8,29.4,Month-to-month,1,DSL,Electronic check
,22,89.4,Month-to-month,0,Fiber optic,Electronic check
Yes,57,112.95,Two year,0,Fiber optic,Bank transfer (automatic)
No,42,59.65,Month-to-month,0,DSL,Bank transfer (automatic)
No,57,87.55,Month-to-month,0,Fiber optic,Bank transfer (automatic)
Yes,1,74.7,Month-to-month,1,Fiber optic,Electronic check
No,45,20.35,Two year,0,No,Mailed check
,14,85.15,Month-to-month,0,Fiber optic,Electronic check
No,54,79.85,Month-to-month,0,Fiber optic,Bank transfer (automatic)
Yes,33,94.5,Month-to-month,1,Fiber optic,Electronic check
No,52,35.45,One year,0,DSL,Mailed check
No,71,90.35,Two year,0,DSL,Electronic check
No,72,90.15,Two year,1,DSL,Bank transfer (automatic)
No,72,90.25,Two year,0,DSL,Credit card (automatic)
No,40,24.8,Two year,0,No,Mailed check
No,64,54.6,Two year,0,DSL,Electronic check
No,26,20.25,Month-to-month,0,No,Credit card (automatic)
Yes,4,24.45,Month-to-month,0,DSL,Electronic check
,1,49.05,Month-to-month,0,DSL,Mailed check
No,52,20.85,One year,0,No,Credit card (automatic)
No,62,97.95,One year,1,Fiber optic,Credit card (automatic)
No,42,73.15,One year,0,DSL,Electronic check
No,11,79.15,Month-to-month,1,Fiber optic,Credit card (automatic)
Yes,68,113.15,Two year,0,Fiber optic,Electronic check
No,41,94.3,Month-to-month,0,Fiber optic,Bank transfer (automatic)
No,72,64.8,Two year,0,DSL,Credit card (automatic)
Yes,1,80.85,Month-to-month,0,Fiber optic,Mailed check
Yes,2,69.6,Month-to-month,1,Fiber optic,Electronic check
Yes,2,85.55,Month-to-month,1,Fiber optic,Electronic check
No,49,100.65,Two year,0,Fiber optic,Credit card (automatic)
Yes,36,90.85,Month-to-month,1,Fiber optic,Electronic check
No,56,105.6,One year,0,Fiber optic,Credit card (automatic)
,70,75.5,Two year,1,DSL,Bank transfer (automatic)
No,72,104.8,Two year,0,Fiber optic,Bank transfer (automatic)
Yes,71,105.1,Month-to-month,1,Fiber optic,Credit card (automatic)
No,11,78.5,Month-to-month,1,Fiber optic,Electronic check
Yes,11,104.05,Month-to-month,1,Fiber optic,Bank transfer (automatic)
Yes,51,59.3,One year,0,DSL,Electronic check
No,29,87.8,Month-to-month,0,Fiber optic,Credit card (automatic)
No,53,97.75,One year,0,Fiber optic,Bank transfer (automatic)
Yes,4,49.4,Month-to-month,0,DSL,Electronic check
No,46,20.1,Two year,0,No,Mailed check
No,72,24.55,Two year,0,No,Electronic check
No,63,81.15,One year,0,Fiber optic,Credit card (automatic)
No,60,101.4,One year,1,Fiber optic,Bank transfer (automatic)
Yes,10,100.25,Month-to-month,0,Fiber optic,Electronic check
Yes,3,101.55,Month-to-month,0,Fiber optic,Bank transfer (automatic)
Yes,32,80.35,Month-to-month,0,Fiber optic,Bank transfer (automatic)
No,35,95.5,Month-to-month,0,Fiber optic,Electronic check
No,72,111.65,Two year,1,Fiber optic,Bank transfer (automatic)
No,48,55.8,One year,0,DSL,Credit card (automatic)
Yes,32,85.95,Month-to-month,1,Fiber optic,Credit card (automatic)
No,53,48.7,Month-to-month,0,DSL,Bank transfer (automatic)
No,7,62.8,Month-to-month,0,DSL,Bank transfer (automatic)
No,46,19.95,Two year,0,No,Electronic check
No,12,50.95,Month-to-month,0,DSL,Bank transfer (automatic)
No,64,92.85,One year,0,Fiber optic,Electronic check
No,15,19.65,One year,0,No,Mailed check
No,41,98.05,Month-to-month,0,Fiber optic,Bank transfer (automatic)
No,51,24.6,One year,0,No,Bank transfer (automatic)
No,28,51.0,One year,1,DSL,Electronic check
No,66,61.35,Two year,0,DSL,Bank transfer (automatic)
Yes,2,87.15,Month-to-month,0,Fiber optic,Bank transfer (automatic)
No,43,79.15,Two year,0,DSL,Credit card (automatic)
No,58,75.8,Two year,0,DSL,Mailed check
No,66,79.85,Two year,0,DSL,Bank transfer (automatic)
No,71,114.6,Two year,0,Fiber optic,Bank transfer (automatic)
No,31,25.75,Two year,0,No,Mailed check
No,71,20.85,One year,0,No,Electronic check
No,31,90.55,Month-to-month,0,Fiber optic,Credit card (automatic)
No,48,96.9,Two year,0,Fiber optic,Bank transfer (automatic)
No,72,73.45,Two year,1,DSL,Credit card (automatic)
No,72,77.35,Two year,1,DSL,Credit card (automatic)
No,54,99.05,Month-to-month,1,Fiber optic,Credit card (automatic)
,4,19.0,Month-to-month,0,No,Mailed check
No,72,25.1,Two year,1,No,Credit card (automatic)
No,60,94.1,Month-to-month,0,Fiber optic,Credit card (automatic)
No,65,107.45,One year,1,Fiber optic,Electronic check
No,34,44.85,Month-to-month,0,DSL,Electronic check
No,37,61.45,Two year,0,DSL,Credit card (automatic)
No,4,90.65,Month-to-month,0,Fiber optic,Electronic check
No,62,105.5,Month-to-month,0,Fiber optic,Electronic check
No,52,80.2,One year,0,Fiber optic,Mailed check
No,8,20.25,Month-to-month,0,No,Mailed check
No,69,19.4,Two year,0,No,Mailed check
No,12,89.55,Month-to-month,0,Fiber optic,Electronic check
No,5,25.05,Month-to-month,0,DSL,Mailed check
Yes,2,94.95,Month-to-month,0,Fiber optic,Electronic check
No,1,24.2,Month-to-month,0,DSL,Mailed check
No,28,56.05,Month-to-month,0,DSL,Electronic check
No,3,64.6,Month-to-month,0,DSL,Electronic check
No,58,24.45,Two year,0,No,Credit card (automatic)
Yes,1,20.2,Month-to-month,0,No,Mailed check
Yes,9,84.4,Month-to-month,1,Fiber optic,Credit card (automatic)
No,71,105.15,Two year,0,Fiber optic,Bank transfer (automatic)
No,72,65.65,Two year,0,DSL,Bank transfer (automatic)
Yes,13,79.8,Month-to-month,0,Fiber optic,Electronic check
Yes,51,94.65,Month-to-month,0,Fiber optic,Electronic check
,25,70.95,Month-to-month,0,Fiber optic,Mailed check
No,2,45.85,Month-to-month,0,DSL,Mailed check
Yes,20,88.7,Month-to-month,0,Fiber optic,Electronic check
No,18,50.3,Month-to-month,0,DSL,Mailed check
No,37,104.5,One year,0,Fiber optic,Credit card (automatic)
No,50,83.4,Month-to-month,1,Fiber optic,Electronic check
No,21,20.75,Month-to-month,0,No,Mailed check
Yes,36,85.25,Month-to-month,1,Fiber optic,Credit card (automatic)
No,69,114.35,Two year,0,Fiber optic,Bank transfer (automatic)
Yes,1,70.6,Month-to-month,0,Fiber optic,Electronic check
No,72,104.45,One year,0,Fiber optic,Credit card (automatic)
No,71,91.05,Two year,0,DSL,Mailed check
Yes,1,35.75,Month-to-month,0,DSL,Electronic check
Yes,5,93.9,Month-to-month,0,Fiber optic,Mailed check
Yes,34,106.35,Month-to-month,0,Fiber optic,Electronic check
No,38,20.05,One year,0,No,Mailed check
No,22,95.1,Month-to-month,0,Fiber optic,Electronic check
No,45,50.9,Month-to-month,0,DSL,Bank transfer (automatic)
Yes,8,84.0,Month-to-month,1,Fiber optic,Electronic check
No,15,19.8,Month-to-month,0,No,Mailed check
Yes,52,104.2,Month-to-month,1,Fiber optic,Electronic check
No,66,45.55,One year,1,DSL,Bank transfer (automatic)
No,66,63.85,One year,1,DSL,Credit card (automatic)
Yes,32,80.3,Month-to-month,1,Fiber optic,Credit card (automatic)
No,12,45.05,Month-to-month,0,DSL,Electronic check
No,32,76.3,Month-to-month,0,DSL,Bank transfer (automatic)
Yes,1,79.6,Month-to-month,0,Fiber optic,Electronic check
No,60,80.6,Two year,0,DSL,Bank transfer (automatic)
Yes,37,98.8,Month-to-month,0,Fiber optic,Bank transfer (automatic)
No,9,19.7,Month-to-month,0,No,Credit card (automatic)
No,67,50.9,Two year,0,DSL,Credit card (automatic)
No,65,70.95,One year,1,Fiber optic,Bank transfer (automatic)
No,5,74.65,Month-to-month,0,Fiber optic,Electronic check
No,16,55.3,Month-to-month,0,DSL,Electronic check
No,5,51.35,Month-to-month,0,DSL,Electronic check
No,8,74.6,Month-to-month,0,Fiber optic,Credit card (automatic)
No,71,24.55,Two year,0,No,Electronic check
No,57,90.45,Two year,0,Fiber optic,Credit card (automatic)
Yes,4,99.8,Month-to-month,1,Fiber optic,Credit card (automatic)
No,30,77.9,Month-to-month,1,Fiber optic,Mailed check
Yes,1,101.45,Month-to-month,0,Fiber optic,Electronic check
Yes,25,89.15,Month-to-month,0,Fiber optic,Bank transfer (automatic)
No,32,54.2,Month-to-month,0,DSL,Electronic check
No,10,59.65,Month-to-month,0,DSL,Mailed check
,68,24.0,Two year,0,No,Bank transfer (automatic)
No,12,89.15,Month-to-month,0,Fiber optic,Electronic check
No,14,86.0,Month-to-month,0,Fiber optic,Mailed check
No,19,59.8,Month-to-month,0,DSL,Mailed check
No,41,94.55,Month-to-month,1,Fiber optic,Electronic check
Yes,69,108.4,Two year,1,Fiber optic,Bank transfer (automatic)
No,69,105.2,One year,0,Fiber optic,Bank transfer (automatic)
No,2,70.35,Month-to-month,0,Fiber optic,Electronic check
No,33,24.25,Month-to-month,0,No,Bank transfer (automatic)
No,12,19.7,Two year,0,No,Mailed check
Yes,3,91.85,Month-to-month,0,Fiber optic,Electronic check
Yes,11,79.5,Month-to-month,0,Fiber optic,Bank transfer (automatic)
No,58,94.3,One year,0,Fiber optic,Electronic check
No,22,49.8,Month-to-month,0,DSL,Electronic check
Yes,62,102.0,One year,0,Fiber optic,Electronic check
Yes,7,81.1,Month-to-month,0,Fiber optic,Electronic check
No,61,65.2,One year,1,DSL,Electronic check
No,27,53.45,Month-to-month,0,DSL,Mailed check
No,53,100.3,One year,0,Fiber optic,Mailed check
No,19,75.9,Month-to-month,0,DSL,Mailed check
Yes,19,103.3,Month-to-month,0,Fiber optic,Electronic check
No,56,24.45,One year,0,No,Mailed check
No,72,115.75,Two year,1,Fiber optic,Credit card (automatic)
No,17,80.5,Month-to-month,0,Fiber optic,Bank transfer (automatic)
No,70,101.1,Two year,0,Fiber optic,Credit card (automatic)
No,72,64.45,Two year,1,DSL,Credit card (automatic)
No,69,80.65,Two year,0,DSL,Bank transfer (automatic)
Yes,65,74.8,Two year,0,DSL,Bank transfer (automatic)
No,43,94.3,Month-to-month,1,Fiber optic,Electronic check
No,41,19.3,Two year,0,No,Bank transfer (automatic)
No,46,19.6,Month-to-month,0,No,Electronic check
Yes,61,106.0,One year,0,Fiber optic,Electronic check
No,19,19.95,Two year,0,No,Mailed check
No,68,38.9,Two year,0,DSL,Mailed check
No,52,95.7,One year,0,Fiber optic,Credit card (automatic)
No,24,20.1,One year,0,No,Mailed check
No,33,60.9,Month-to-month,0,DSL,Mailed check
Yes,3,25.3,Month-to-month,1,DSL,Electronic check
Yes,24,99.3,Month-to-month,0,Fiber optic,Credit card (automatic)
No,31,21.0,Two year,0,No,Mailed check
No,67,107.05,One year,1,Fiber optic,Credit card (automatic)
Yes,4,60.4,Month-to-month,0,DSL,Mailed check
Yes,2,24.35,Month-to-month,1,DSL,Electronic check
No,22,93.2,Month-to-month,0,Fiber optic,Mailed check
No,66,85.9,Two year,0,DSL,Bank transfer (automatic)
Yes,2,66.4,Month-to-month,1,DSL,Bank transfer (automatic)
Yes,2,55.1,Month-to-month,0,DSL,Mailed check
Yes,1,80.25,Month-to-month,0,Fiber optic,Electronic check
No,71,82.0,Two year,0,DSL,Credit card (automatic)
No,20,19.7,Two year,0,No,Mailed check
No,66,49.4,One year,0,DSL,Credit card (automatic)
Yes,34,87.45,Month-to-month,0,Fiber optic,Electronic check
No,47,66.05,One year,0,DSL,Credit card (automatic)
,3,29.6,Month-to-month,0,DSL,Electronic check
No,1,55.25,Month-to-month,0,DSL,Electronic check
Yes,69,103.95,Month-to-month,0,Fiber optic,Electronic check
No,70,90.25,One year,0,Fiber optic,Bank transfer (automatic)
No,17,20.15,One year,0,No,Mailed check
Yes,1,19.25,Month-to-month,0,No,Mailed check
No,46,24.9,One year,0,No,Electronic check
No,41,111.15,Two year,0,Fiber optic,Electronic check
Yes,54,100.1,Month-to-month,0,Fiber optic,Electronic check
Yes,1,19.9,Month-to-month,0,No,Mailed check
No,8,54.75,Month-to-month,0,DSL,Credit card (automatic)
Yes,12,94.2,Month-to-month,0,Fiber optic,Electronic check
No,33,20.15,One year,0,No,Mailed check
Yes,21,103.9,Month-to-month,0,Fiber optic,Electronic check
Yes,12,84.5,Month-to-month,0,Fiber optic,Electronic check
No,1,44.0,Month-to-month,0,DSL,Electronic check
No,25,85.9,Month-to-month,0,Fiber optic,Electronic check
No,33,74.75,One year,0,DSL,Credit card (automatic)
No,11,70.5,Month-to-month,0,DSL,Mailed check
No,47,20.15,Two year,0,No,Mailed check
No,7,44.4,Month-to-month,1,DSL,Electronic check
No,49,30.2,Month-to-month,0,DSL,Bank transfer (automatic)
Yes,49,99.05,Month-to-month,0,Fiber optic,Bank transfer (automatic)
Yes,55,77.75,Month-to-month,0,Fiber optic,Electronic check
No,20,19.25,Month-to-month,0,No,Bank transfer (automatic)
No,28,25.7,Month-to-month,1,No,Mailed check
Yes,1,69.75,Month-to-month,1,Fiber optic,Electronic check
No,4,54.7,Month-to-month,0,DSL,Mailed check
No,42,20.75,Two year,0,No,Bank transfer (automatic)
No,1,69.9,Month-to-month,0,Fiber optic,Electronic check
No,4,56.4,Month-to-month,0,DSL,Electronic check
No,41,20.45,Month-to-month,0,No,Electronic check
No,13,19.95,One year,0,No,Mailed check
No,50,24.95,Two year,0,No,Mailed check
Yes,1,69.85,Month-to-month,1,Fiber optic,Electronic check
Yes,1,45.3,Month-to-month,0,DSL,Electronic check
No,66,104.9,One year,1,Fiber optic,Electronic check
No,10,24.8,Month-to-month,0,No,Credit card (automatic)
Yes,2,79.2,Month-to-month,1,Fiber optic,Electronic check
No,1,19.65,One year,0,No,Mailed check
No,2,20.35,Month-to-month,0,No,Credit card (automatic)
Yes,1,75.3,Month-to-month,1,Fiber optic,Bank transfer (automatic)
Yes,16,96.15,Month-to-month,1,Fiber optic,Electronic check
No,27,80.65,One year,0,Fiber optic,Credit card (automatic)
No,58,20.3,Two year,0,No,Credit card (automatic)
Yes,3,94.6,Month-to-month,1,Fiber optic,Electronic check
No,8,65.45,Month-to-month,0,DSL,Electronic check
No,71,105.7,One year,0,Fiber optic,Bank transfer (automatic)
Yes,9,85.35,Month-to-month,0,Fiber optic,Bank transfer (automatic)
Yes,28,101.3,Month-to-month,1,Fiber optic,Credit card (automatic)
Yes,3,75.15,Month-to-month,0,Fiber optic,Credit card (automatic)
,72,104.9,Two year,0,Fiber optic,Credit card (automatic)
Yes,22,84.3,Month-to-month,0,Fiber optic,Mailed check
No,63,109.2,Two year,0,Fiber optic,Credit card (automatic)
No,34,56.95,One year,0,DSL,Mailed check
No,46,89.15,Month-to-month,0,Fiber optic,Credit card (automatic)
Yes,15,19.75,Month-to-month,0,No,Bank transfer (automatic)
No,58,99.25,One year,0,Fiber optic,Credit card (automatic)
No,44,54.05,Two year,0,DSL,Credit card (automatic)
Yes,1,70.0,Month-to-month,0,Fiber optic,Electronic check
,4,20.35,Month-to-month,0,No,Mailed check
Yes,22,100.75,Month-to-month,0,Fiber optic,Electronic check
Yes,20,24.45,Month-to-month,0,DSL,Electronic check
No,8,54.65,Month-to-month,0,DSL,Mailed check
No,24,83.15,One year,0,Fiber optic,Bank transfer (automatic)
Yes,1,85.45,Month-to-month,0,Fiber optic,Electronic check
No,72,25.45,Two year,0,No,Credit card (automatic)
No,14,80.35,Month-to-month,1,Fiber optic,Bank transfer (automatic)
No,2,69.95,Month-to-month,0,Fiber optic,Mailed check
No,6,49.5,Month-to-month,0,DSL,Credit card (automatic)
No,12,19.3,One year,0,No,Mailed check
No,7,69.85,Month-to-month,0,Fiber optic,Bank transfer (automatic)
No,72,25.0,Two year,1,No,Bank transfer (automatic)
No,10,78.15,Month-to-month,0,Fiber optic,Credit card (automatic)
Yes,20,94.1,Month-to-month,1,Fiber optic,Electronic check
No,15,84.35,Month-to-month,0,Fiber optic,Credit card (automatic)
No,58,64.9,Two year,0,DSL,Credit card (automatic)
Yes,20,19.4,Month-to-month,0,No,Electronic check
No,46,53.1,Month-to-month,0,DSL,Electronic check
No,4,19.95,One year,0,No,Mailed check
No,35,25.4,Two year,0,No,Credit card (automatic)
Yes,1,20.95,Month-to-month,0,No,Mailed check
No,9,19.5,Month-to-month,0,No,Electronic check
No,20,89.1,Month-to-month,0,Fiber optic,Bank transfer (automatic)
No,35,20.1,One year,0,No,Credit card (automatic)
No,21,84.1,Month-to-month,0,Fiber optic,Electronic check
No,49,101.55,Month-to-month,1,Fiber optic,Credit card (automatic)
No,3,64.5,Month-to-month,0,DSL,Bank transfer (automatic)
No,47,106.35,Month-to-month,0,Fiber optic,Electronic check
No,13,52.1,Month-to-month,0,DSL,Credit card (automatic)
No,30,40.35,One year,0,DSL,Credit card (automatic)
No,58,84.3,Two year,0,DSL,Electronic check
No,53,19.85,One year,0,No,Bank transfer (automatic)
Yes,2,89.5,Month-to-month,1,Fiber optic,Electronic check
No,60,105.9,Month-to-month,1,Fiber optic,Electronic check
No,8,19.7,Two year,0,No,Mailed check
Yes,2,95.1,Month-to-month,1,Fiber optic,Credit card (automatic)
No,51,99.0,Month-to-month,0,Fiber optic,Electronic check
